Con_id	Speed_limit	Road_Junction_Control	Pedestrian_Crossing-Human_Control	Pedestrian_Crossing-Physical_Facilities	Light_Conditions	Weather_Conditions	Road_Surface_Conditions	Special_Conditions_at_Site
1784	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1785	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1786	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1787	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1788	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
1789	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1790	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1791	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1792	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1793	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1794	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1795	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1796	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1797	30	Giveway or uncontrolled	None within 50 metres	non-junction pedestrian crossing	Daylight: Street light present	Fine without high winds	Dry	None
1798	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1799	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1800	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1801	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1802	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1803	30	Giveway or uncontrolled	None within 50 metres	Footbridge or subway	Daylight: Street light present	Fine without high winds	Dry	None
1804	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1805	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1806	30	Giveway or uncontrolled	None within 50 metres	non-junction pedestrian crossing	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1807	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1808	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1809	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1810	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
1811	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1812	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	Roadworks
1813	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
1814	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1815	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1816	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1817	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1818	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
1819	30	Giveway or uncontrolled	None within 50 metres	non-junction pedestrian crossing	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1820	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1821	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1822	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1823	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1824	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1825	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1826	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1827	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1828	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1829	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1830	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1831	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
1832	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1833	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1834	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1835	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1836	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1837	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1838	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Raining without high winds	Wet/Damp	None
1839	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1840	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1841	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1842	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
1843	40	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Wet/Damp	None
1844	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1845	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
1846	30	Authorised person	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
1847	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
1848	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
